player,year,is_hit
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1995,Miss
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Hit
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
David Justice,1996,Miss
